logo_url,name,hall,stand,category_icon_url,country
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12055/thumb_2008_12055_11934_2140.png/fit-in/300x300,Khosla Grains Private Limited,Za'abeel Plaza,ZP-J54,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,India
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10157/thumb_2008_10157_10037_5407.png/fit-in/300x300,Khyati Advisory Services Ltd,Trade Centre Arena,S-A66,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,India
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8652/thumb_2008_8652_8532_5040.png/fit-in/300x300,Kian Chrysolite Pistachio Co.,Shk Rashid Hall,R-P50,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,"Iran, Islamic Republic of"
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8175/thumb_2008_8175_8055_3148.png/fit-in/300x300,KIARA STAR FOODSTUFF TRADING LLC,Za'abeel Plaza,ZP-F28,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,United Arab Emirates
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8176/thumb_2008_8176_8056_5643.png/fit-in/300x300,KIBSONS INTERNATIONAL LLC,Hall 8,D8-47,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/powerbrands.png,United Arab Emirates
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12555/thumb_2008_12555_12434_2887.png/fit-in/300x300,Kilcoy Global Foods,Hall 3,G3-48,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/meatpoultry.png,Australia
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11321/thumb_2008_11321_11200_4348.png/fit-in/300x300,KIM CHUAN OILS & FATS SDN BHD,Za'abeel Hall 1,Z1-D11,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/fatsoils.png,Malaysia
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11483/thumb_2008_11483_11362_2664.png/fit-in/300x300,KIM GUAN GUAN COFFEE TRADING PTE LTD,Za'abeel Hall 2,Z2-G58,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/beverages.png,Singapore
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8658/thumb_2008_8658_8538_3859.png/fit-in/300x300,KIMIA GOLD,Shk Rashid Hall,R-S41,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,United Arab Emirates
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8641/thumb_2008_8641_8521_5088.png/fit-in/300x300,KIMIA NUTS,Shk Rashid Hall,R-Q47,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,United Arab Emirates
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11492/thumb_2008_11492_11371_9824.png/fit-in/300x300,KIN YAN AGROTECH PTE LTD,Al Mustaqbal Plaza,MP2-J12,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Singapore
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10057/thumb_2008_10057_9937_1707.png/fit-in/300x300,Kinal Global Care Private Limited,Za'abeel Plaza,ZP-78,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,India
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8177/thumb_2008_8177_8057_2388.png/fit-in/300x300,Kinda Foodstuff Trading L.L.C,Za'abeel Hall 5,Z5-55,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,United Arab Emirates
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/9383/thumb_2008_9383_9263_3165.png/fit-in/300x300,King Car Food Industrial Co. Ltd.,Shk Rashid Hall,R-250,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Taiwan
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/9384/thumb_2008_9384_9264_3244.png/fit-in/300x300,King Lucky Food Industrial Corp.,Shk Rashid Hall,R-266,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Taiwan
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12313/thumb_2008_12313_12192_4622.png/fit-in/300x300,King Pelagique ERG conserve,Shk Maktoum Hall,M-G39,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Morocco
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10341/thumb_2008_10341_10221_6822.png/fit-in/300x300,Kinger Group Pty Ltd,Trade Centre Arena,S-J54,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Australia
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/13149/thumb_2008_13149_13028_2458.png/fit-in/300x300,Kinjal Agro Spices,Za'abeel Plaza,ZP-L48,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,India
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11047/thumb_2008_11047_10926_8197.png/fit-in/300x300,KIRLIOGLU- PERFECT DELIGHTS,Shk Maktoum Hall,M-B49,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Türkiye
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11983/thumb_2008_11983_11862_8439.png/fit-in/300x300,Kirorimal Kashiram Marketing & Agencies Private Limited,Za'abeel Hall 5,Z5-D60,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,India
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12376/thumb_2008_12376_12255_8981.png/fit-in/300x300,KIROVS MILL JSC,Za'abeel Hall 5,Z5-C25,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,Russia
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10150/thumb_2008_10150_10030_5416.png/fit-in/300x300,Kirti Masala Process Private Limited,Trade Centre Arena,S-A14,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,India
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/13017/thumb_2008_13017_12896_1615.png/fit-in/300x300,Kishwan Snacks Ltd.,Za'abeel Hall 4,Z4-C17,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,Bangladesh
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/9747/thumb_2008_9747_9627_7753.png/fit-in/300x300,KITA-SANRIKU FACTORY,Trade Centre Arena,S-I15,,Japan
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12349/thumb_2008_12349_12228_3696.png/fit-in/300x300,Kiwi International A/S,Shk Saeed Hall 3,S3-C7,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Denmark
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11787/thumb_2008_11787_11666_1939.png/fit-in/300x300,"KJ WORLD FOODS CO., LTD.",Za'abeel Hall 4,Z4-C64,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,Thailand
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/9754/thumb_2008_9754_9634_4122.png/fit-in/300x300,KK Food Trading Co. Ltd.,Al Mustaqbal Plaza,MP2-214,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,China
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11458/thumb_2008_11458_11337_6816.png/fit-in/300x300,"Kkoh Shaem Food Co.,Ltd.",Al Mustaqbal Plaza,MP2-B26,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,"Korea, Republic of"
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11320/thumb_2008_11320_11199_4243.png/fit-in/300x300,KL-KEPONG EDIBLE OIL SDN BHD,Za'abeel Hall 1,Z1-C12,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/fatsoils.png,Malaysia
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8178/thumb_2008_8178_8058_3810.png/fit-in/300x300,Klas Oil JSC,Za'abeel Hall 4,Z4-A9,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Bulgaria
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10086/thumb_2008_10086_9966_8757.png/fit-in/300x300,KLM Overseas,Za'abeel Hall 5,Z5-G19,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,India
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10100/thumb_2008_10100_9980_8625.png/fit-in/300x300,KNAM Foods Private Limited,Za'abeel Hall 5,Z5-E54,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,India
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11831/thumb_2008_11831_11710_9102.png/fit-in/300x300,"Kodanmal Group Co., Ltd.",Za'abeel Hall 2,Z2-E68,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/beverages.png,Thailand
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10056/thumb_2008_10056_9936_1772.png/fit-in/300x300,Kogta Import Export Pvt Ltd,Za'abeel Plaza,ZP-94,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,India
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12769/thumb_2008_12769_12648_2400.png/fit-in/300x300,KOHENOOR INTERNATIONAL,Za'abeel Hall 6,Z6-F62,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,Pakistan
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10072/thumb_2008_10072_9952_9201.png/fit-in/300x300,Kohinoor Foods Limited,Za'abeel Hall 5,Z5-F22,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,India
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/9934/thumb_2008_9934_9814_1442.png/fit-in/300x300,KOKAI INDO FOODSTUFF TRADING LLC,Za'abeel Hall 4,Z4-9,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,United Arab Emirates
