logo_url,name,hall,stand,category_icon_url,country
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10789/thumb_2008_10789_10668_6889.png/fit-in/300x300,Turkuaz GmbH,Shk Saeed Hall 3,S3-A8,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Germany
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10959/thumb_2008_10959_10838_6082.png/fit-in/300x300,Turun Gida Sanayi Ve Ticaret A.S. (Turun Flour Mills),Za'abeel Hall 5,Z5-B3,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,Türkiye
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11268/thumb_2008_11268_11147_3657.png/fit-in/300x300,Tutti Elelmiszeripari Kft.,Shk Saeed Hall 1,S1-G63,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Hungary
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11217/thumb_2008_11217_11096_7524.png/fit-in/300x300,TVfood Co. Ltd.,Shk Maktoum Hall,M-G52,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Viet Nam
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12007/thumb_2008_12007_11886_4554.png/fit-in/300x300,Twisst,Za'abeel Hall 2,Z2-D70,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/beverages.png,Austria
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10318/thumb_2008_10318_10198_9086.png/fit-in/300x300,Tyras Dairies Cyprus Ltd,Hall 2,C2-7,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/dairy.png,Cyprus
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/9120/thumb_2008_9120_9000_5784.png/fit-in/300x300,Tyson Foods Inc.,Hall 4,D4-27,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/meatpoultry.png,United Arab Emirates
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11121/thumb_2008_11121_11000_9750.png/fit-in/300x300,U.S. Dairy Export Council,Hall 2,C2-34 (Reception),https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/dairy.png,United States
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/9099/thumb_2008_9099_8979_8356.png/fit-in/300x300,U.S. Dairy Export Council,Hall 2,B2-34,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/dairy.png,United States
https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/logo_exhibitor_default.png,U.S. Dairy Export Council,Hall 2,C2-34,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/dairy.png,United Arab Emirates
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/9892/thumb_2008_9892_9772_2971.png/fit-in/300x300,U.S. Meat Export Federation- USMEF,Hall 4,C4-29,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/meatpoultry.png,United States
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/9023/thumb_2008_9023_8903_1344.png/fit-in/300x300,U.S. Meat Export Federation- USMEF,Hall 4,B4-20,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/meatpoultry.png,United States
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12929/thumb_2008_12929_12808_4977.png/fit-in/300x300,UAE PAVILLION,"Shk Rashid Hall,Shk Rashid Hall","R-G34,. R-G4",https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,United Arab Emirates
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12849/thumb_2008_12849_12728_8915.png/fit-in/300x300,UApple,Trade Centre Arena,S-149,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Ukraine
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10552/thumb_2008_10552_10431_8613.png/fit-in/300x300,"Ubago Group Mare, S.L.",Shk Saeed Hall 1,S1-L55,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Spain
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12206/thumb_2008_12206_12085_2275.png/fit-in/300x300,Uco Nuts,Za'abeel Hall 4,Z4-D18,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,Argentina
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8376/thumb_2008_8376_8256_1255.png/fit-in/300x300,Uhrenholt A/S,Hall 2,214,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/dairy.png,Denmark
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11187/thumb_2008_11187_11066_2945.png/fit-in/300x300,Ukrproduct Group,Shk Saeed Hall 2,S2-314,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Ukraine
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8276/thumb_2008_8276_8156_9986.png/fit-in/300x300,ULAS - Poultry Complex Dniprovskiy LLC,Hall 3,301,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/meatpoultry.png,Ukraine
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12876/thumb_2008_12876_12755_5822.png/fit-in/300x300,Ulduz Chocolate Factory,Al Mustaqbal Plaza,MP-K18,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Azerbaijan
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8870/thumb_2008_8870_8750_5282.png/fit-in/300x300,Ultramar Caffe S.r.l.,Za'abeel Hall 2,Z2-D98,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/beverages.png,Italy
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11067/thumb_2008_11067_10946_9848.png/fit-in/300x300,Uludag Icecek Turk A.S.,Za'abeel Hall 2,Z2-C3,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/beverages.png,Türkiye
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10960/thumb_2008_10960_10839_8687.png/fit-in/300x300,Ulusoy Flour Mills,Za'abeel Hall 4,Z4-J23,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,Türkiye
