logo_url,name,hall,stand,category_icon_url,country
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11016/thumb_2008_11016_10895_6184.png/fit-in/300x300,SS Taris Incir TSKB (Taris Fig Union),Shk Maktoum Hall,M-B33,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Türkiye
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11529/thumb_2008_11529_11408_9529.png/fit-in/300x300,SSA Sao Salvador Alimentos S.A.,Hall 3,D3-44,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/meatpoultry.png,Brazil
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/13278/thumb_2008_13278_13157_3366.png/fit-in/300x300,SSE FOODS,Za'abeel Plaza,ZP-J23,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,India
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11265/thumb_2008_11265_11144_2570.png/fit-in/300x300,SSHS Group Ltd.,Shk Saeed Hall 1,S1-G55,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Hungary
https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/logo_exhibitor_default.png,SST Corporation,Al Mustaqbal Plaza,MP-E31,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Japan
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/9445/thumb_2008_9445_9325_4653.png/fit-in/300x300,ST DALFOUR,Shk Saeed Hall 2,S2-A30,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,France
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/9100/thumb_2008_9100_8980_6071.png/fit-in/300x300,St Helen’s Meat Packers Ltd.,Al Mustaqbal Plaza,MP2-C18,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Canada
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12567/thumb_2008_12567_12446_5688.png/fit-in/300x300,Stanbroke Beef Pty Ltd,Hall 4,B4-49,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/meatpoultry.png,Australia
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8343/thumb_2008_8343_8223_1324.png/fit-in/300x300,STANDAGE Inc.,Al Mustaqbal Plaza,MP-258,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Japan
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/9740/thumb_2008_9740_9620_6522.png/fit-in/300x300,STANDAGE Inc. (GDAC),Trade Centre Arena,S-156,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Japan
