logo_url,name,hall,stand,category_icon_url,country
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/9872/thumb_2008_9872_9752_3902.png/fit-in/300x300,Paulig Belgium & Spain,Shk Saeed Hall 2,S2-C78,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Belgium
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11222/thumb_2008_11222_11101_4324.png/fit-in/300x300,Pearl Group Corporation Viet Nam,Shk Maktoum Hall,M-G36,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Viet Nam
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10694/thumb_2008_10694_10573_3274.png/fit-in/300x300,Pekarna Srnin s.r.o.,Shk Saeed Hall 3,S3-B44,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Czech Republic
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12304/thumb_2008_12304_12183_4759.png/fit-in/300x300,PELAGIQUE INDUSTRIE,Shk Maktoum Hall,M-F10,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Morocco
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12726/thumb_2008_12726_12605_9477.png/fit-in/300x300,Pelwatte Dairy & Coconut products,Shk Rashid Hall,R-F24,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Sri Lanka
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10351/thumb_2008_10351_10231_5307.png/fit-in/300x300,Pepe Saya Butter Co,Trade Centre Arena,S-K67,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Australia
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11285/thumb_2008_11285_11164_5243.png/fit-in/300x300,PERAK DUCK FOOD INDUSTRIES SDN BHD,Shk Rashid Hall,R-J41,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Malaysia
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12226/thumb_2008_12226_12105_4155.png/fit-in/300x300,Pereda Agro S.A.,Za'abeel Hall 4,Z4-D40,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,Argentina
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11965/thumb_2008_11965_11844_6870.png/fit-in/300x300,Perfect Food Stuff Packing LLC,Al Mustaqbal Plaza,MP-84,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,United Arab Emirates
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10514/thumb_2008_10514_10393_8341.png/fit-in/300x300,PERFECT INTERNATIONAL FISH PROCESSING LLC,Al Mustaqbal Plaza,MP2-B18,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,United Arab Emirates
