logo_url,name,hall,stand,category_icon_url,country
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/13563/thumb_2008_13563_13408_7836.png/fit-in/300x300,The Department of Trade Industry and Competition,Trade Centre Arena,S-H44,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,South Africa
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8527/thumb_2008_8527_8407_9561.png/fit-in/300x300,The Egyptian Food Co. SAE - Faragalla Group,Shk Maktoum Hall,M-C4,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Egypt
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8548/thumb_2008_8548_8428_1802.png/fit-in/300x300,The Fan and Fit Company,Trade Centre Arena,S-C4,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Serbia
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12118/thumb_2008_12118_11997_9555.png/fit-in/300x300,The Fine Cheese Co.,Hall 2,A2-20,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/dairy.png,United Kingdom
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8565/thumb_2008_8565_8445_3795.png/fit-in/300x300,The Food Factory,Trade Centre Arena,S-L43,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Malta
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8366/thumb_2008_8366_8246_1276.png/fit-in/300x300,The Fresh Market - FZCO,Concourse 2,CCM-17,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/powerbrands.png,United Arab Emirates
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12922/thumb_2008_12922_12801_4538.png/fit-in/300x300,The Halal Catering Argentina,Trade Centre Arena,S-G15,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Argentina
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10311/thumb_2008_10311_10191_2143.png/fit-in/300x300,The King of Olives - Agathoklis Agathokleous Ltd,Shk Saeed Hall 1,S1-J15,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Cyprus
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8529/thumb_2008_8529_8409_3728.png/fit-in/300x300,The Ministry of Economy of the Republic of Armenia,Al Mustaqbal Plaza,"MP-J2, MP-H2",https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Armenia
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11687/thumb_2008_11687_11566_2313.png/fit-in/300x300,The Morning Star Packing Company,Shk Saeed Hall 3,S3-E4,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,United States
