logo_url,name,hall,stand,category_icon_url,country
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11255/thumb_2008_11255_11134_1006.png/fit-in/300x300,Babolna Elelmiszeripari Ltd.,Shk Saeed Hall 1,S1-F58,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Hungary
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11475/thumb_2008_11475_11354_3644.png/fit-in/300x300,Babulal Govindbhai Patel (BG Spices),Za'abeel Plaza,ZP-86,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,India
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12437/thumb_2008_12437_12316_6029.png/fit-in/300x300,Bacca Rossa,Trade Centre Arena,S-F52,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Russia
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/13327/thumb_2008_13327_13206_3678.png/fit-in/300x300,Bacca Rossa,Al Mustaqbal Plaza,MP-F2,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Russia
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8011/thumb_2008_8011_7891_1181.png/fit-in/300x300,Backaldrin International The Kornspitz Company Gmbh,Hall 8,B8-39,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/powerbrands.png,Austria
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10754/thumb_2008_10754_10633_4743.png/fit-in/300x300,Backshop Tiefkuehl GmbH,Shk Saeed Hall 3,S3-B23,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Germany
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12874/thumb_2008_12874_12753_4802.png/fit-in/300x300,Badamli Mineral Water LLC,Al Mustaqbal Plaza,MP-K18,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Azerbaijan
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11566/thumb_2008_11566_11445_3791.png/fit-in/300x300,Badawy Group,Shk Maktoum Hall,M-E3,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Egypt
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12829/thumb_2008_12829_12708_3359.png/fit-in/300x300,Bafarat Industrial Group,Shk Rashid Hall,R-C25,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Saudi Arabia
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10534/thumb_2008_10534_10413_5998.png/fit-in/300x300,Bakbel Europe SA,Shk Saeed Hall 2,S2-D3,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Belgium
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12670/thumb_2008_12670_12549_8449.png/fit-in/300x300,"Bake City, LLC",Shk Saeed Hall 3,S3-E29,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,United States
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8932/thumb_2008_8932_8812_2878.png/fit-in/300x300,Baker and Baker,Trade Centre Arena,S-L15,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,United Arab Emirates
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12971/thumb_2008_12971_12850_1802.png/fit-in/300x300,Bakers Choice,Shk Rashid Hall,R-B12,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Saudi Arabia
