logo_url,name,hall,stand,category_icon_url,country
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12956/thumb_2008_12956_12835_6230.png/fit-in/300x300,Nawat Al Madinah Food Industries Co Ltd,Shk Rashid Hall,R-D39,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Saudi Arabia
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8129/thumb_2008_8129_8009_7470.png/fit-in/300x300,Nawhal's Sauces,Hall 8,E8-34,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/powerbrands.png,Belgium
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8249/thumb_2008_8249_8129_6877.png/fit-in/300x300,Nawon Food and Beverage Company Limited,Al Mustaqbal Plaza,MP-244,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/beverages.png,Viet Nam
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10992/thumb_2008_10992_10871_4503.png/fit-in/300x300,NAZ FOOD GIDA SANAYI VE TICARET LTD. STI.,Za'abeel Hall 1,Z1-D45,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/fatsoils.png,Türkiye
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11074/thumb_2008_11074_10953_4700.png/fit-in/300x300,Nazli Group,Za'abeel Hall 1,Z1-B32,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/beverages.png,Türkiye
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12724/thumb_2008_12724_12603_5578.png/fit-in/300x300,NDC Exports(Pvt)Ltd,Al Mustaqbal Plaza,MP2-L19,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Sri Lanka
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10189/thumb_2008_10189_10069_2975.png/fit-in/300x300,Near East Olive Products NEOP,Shk Rashid Hall,R-209,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Syrian Arab Republic
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11465/thumb_2008_11465_11344_4207.png/fit-in/300x300,Neel Beverages Pvt Ltd,Za'abeel Hall 2,Z2-G34,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/beverages.png,India
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8662/thumb_2008_8662_8542_9433.png/fit-in/300x300,Negin Naderi Ind. Group,Shk Rashid Hall,R-S28,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,"Iran, Islamic Republic of"
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8663/thumb_2008_8663_8543_1262.png/fit-in/300x300,Negin Shahd Shahran,Shk Rashid Hall,R-312,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,"Iran, Islamic Republic of"
