logo_url,name,hall,stand,category_icon_url,country
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/13241/thumb_2008_13241_13120_3388.png/fit-in/300x300,DELCI,Za'abeel Plaza,ZP-L27,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,India
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10597/thumb_2008_10597_10476_9199.png/fit-in/300x300,Delfin Ultracongelados,Shk Saeed Hall 1,S1-J55,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Spain
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10596/thumb_2008_10596_10475_4775.png/fit-in/300x300,Delibreads,Shk Saeed Hall 1,S1-J48,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Spain
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11677/thumb_2008_11677_11556_6537.png/fit-in/300x300,Délice Holding,Shk Rashid Hall,R-F7,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Tunisia
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11663/thumb_2008_11663_11542_1375.png/fit-in/300x300,Délice Holding,Shk Rashid Hall,R-F5,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Tunisia
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/13046/thumb_2008_13046_12925_2918.png/fit-in/300x300,Delicio,Shk Rashid Hall,R-F34,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Oman
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/13273/thumb_2008_13273_13152_8434.png/fit-in/300x300,Delicious Food,Za'abeel Plaza,ZP-J29,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,India
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8765/thumb_2008_8765_8645_7350.png/fit-in/300x300,Delicius Rizzoli S.p.A.,Shk Saeed Hall 1,S1-E57,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Italy
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10833/thumb_2008_10833_10712_7741.png/fit-in/300x300,delikatessa GmbH,Shk Saeed Hall 2,S2-G4,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Germany
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8766/thumb_2008_8766_8646_4015.png/fit-in/300x300,Della Peruta Vincenzo S.p.A.,Shk Saeed Hall 1,S1-E70,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Italy
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8050/thumb_2008_8050_7930_2322.png/fit-in/300x300,Delta Food Industries FZC,Hall 7,C7-40,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/powerbrands.png,United Arab Emirates
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11563/thumb_2008_11563_11442_7793.png/fit-in/300x300,Deluxe for Investments,Shk Maktoum Hall,M-E44,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Egypt
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10531/thumb_2008_10531_10410_9008.png/fit-in/300x300,Dely Waffles,Shk Saeed Hall 2,S2-C32,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Belgium
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10834/thumb_2008_10834_10713_2147.png/fit-in/300x300,Demka GmbH,Shk Saeed Hall 3,S3-B57,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Germany
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/13561/thumb_2008_13561_13406_5592.png/fit-in/300x300,Denova Oil (Pty) Ltd,Trade Centre Arena,S-H44,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,South Africa
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10632/thumb_2008_10632_10511_8886.png/fit-in/300x300,Deoleo. The Olive Oil Company,Za'abeel Hall 1,Z1-F28,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/fatsoils.png,Spain
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8943/thumb_2008_8943_8823_3114.png/fit-in/300x300,Department for Business and Trade Northern Powerhouse,Shk Saeed Hall 1,S1-B44,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,United Kingdom
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8944/thumb_2008_8944_8824_3504.png/fit-in/300x300,Department for Business and Trade Southern England,Shk Saeed Hall 1,S1-B44,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,United Kingdom
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/8947/thumb_2008_8947_8827_3843.png/fit-in/300x300,Department of Business and Trade- Midlands,Shk Saeed Hall 1,S1-B44,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,United Kingdom
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11793/thumb_2008_11793_11672_7957.png/fit-in/300x300,Department of Foreign Trade,Za'abeel Hall 4,Z4-D59,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,Thailand
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/11948/thumb_2008_11948_11827_2242.png/fit-in/300x300,Derco Foods,Shk Saeed Hall 3,S3-E36,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,United States
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/12321/thumb_2008_12321_12200_9513.png/fit-in/300x300,Derrij Et Fils,Shk Maktoum Hall,M-G41,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,Morocco
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10952/thumb_2008_10952_10831_2210.png/fit-in/300x300,Dervisoglu Bakliyat A.S.,Za'abeel Hall 5,Z5-C55,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/pulsesgrainscereals.png,Türkiye
https://d1l8km4g5s76x5.cloudfront.net/Production/exb_doc/2008/10153/thumb_2008_10153_10033_3662.png/fit-in/300x300,Desai Foods Pvt Ltd,Trade Centre Arena,S-B44,https://cdn.asp.events/CLIENT_Dubai_Wo_4B15F265_5056_B739_54F3125D47F0BC95/sites/gulfood-2024/media/2021icons/worldfood.png,India
